,log2FoldChange
ENSG00000228069,0.00824780399922348
ENSG00000228071,-0.195868499235441
ENSG00000228072,-0.0246919163448523
ENSG00000228073,0.398118895192982
ENSG00000228074,NA
ENSG00000228075,NA
ENSG00000228076,0.00824780399922352
ENSG00000228078,-0.116383596922597
ENSG00000228079,NA
ENSG00000228080,NA
ENSG00000228081,NA
ENSG00000228082,NA
ENSG00000228083,NA
ENSG00000228084,-0.374562626168014
ENSG00000228085,NA
ENSG00000228086,-0.0246919163448523
ENSG00000228089,NA
ENSG00000228090,NA
ENSG00000228092,NA
ENSG00000228095,NA
ENSG00000228097,-0.0246919163448523
ENSG00000228098,NA
ENSG00000228099,NA
ENSG00000228100,-0.0246919163448523
ENSG00000228102,NA
ENSG00000228104,NA
ENSG00000228105,NA
ENSG00000228106,0.0180981878915373
ENSG00000228107,-0.501660054989873
ENSG00000228108,NA
ENSG00000228109,-0.697107702756532
ENSG00000228110,-0.0954451454395251
ENSG00000228111,NA
ENSG00000228112,NA
ENSG00000228113,-0.18942353153935
ENSG00000228115,-0.0576316366889279
ENSG00000228116,NA
ENSG00000228118,-0.0206306686947783
ENSG00000228120,NA
ENSG00000228121,-0.0246919163448523
ENSG00000228122,NA
ENSG00000228123,0.0411875243432992
ENSG00000228124,NA
ENSG00000228125,-0.0246919163448523
ENSG00000228126,-0.118295528882395
ENSG00000228127,0.0411875243432992
ENSG00000228128,NA
ENSG00000228130,NA
ENSG00000228131,NA
ENSG00000228132,NA
ENSG00000228133,-0.0246919163448523
ENSG00000228134,NA
ENSG00000228135,-0.0246919163448523
ENSG00000228136,NA
ENSG00000228137,0.231893905987123
ENSG00000228139,-0.0246919163448523
ENSG00000228140,-0.0336295325190672
ENSG00000228141,0.0699432735790683
ENSG00000228142,-0.00997123241143828
ENSG00000228143,-0.0893184435704887
ENSG00000228144,NA
ENSG00000228146,-0.168676815587942
ENSG00000228147,NA
ENSG00000228149,-0.0950631283224632
ENSG00000228150,0.0592052066436768
ENSG00000228151,0.0411875243432992
ENSG00000228153,NA
ENSG00000228154,0.0411875243432992
ENSG00000228155,NA
ENSG00000228156,NA
ENSG00000228157,-0.353173740226089
ENSG00000228158,0.561870199436632
ENSG00000228159,NA
ENSG00000228160,NA
ENSG00000228161,NA
ENSG00000228162,NA
ENSG00000228163,NA
ENSG00000228164,NA
ENSG00000228165,NA
ENSG00000228166,0.10351728748579
ENSG00000228167,NA
ENSG00000228168,0.0677577279255563
ENSG00000228169,-0.0438595961223518
ENSG00000228170,NA
ENSG00000228171,NA
ENSG00000228172,0.174774352665966
ENSG00000228173,NA
ENSG00000228174,NA
ENSG00000228175,-0.420499399674015
ENSG00000228176,NA
ENSG00000228177,NA
ENSG00000228179,NA
ENSG00000228181,-0.0246919163448522
ENSG00000228182,NA
ENSG00000228184,NA
ENSG00000228186,NA
ENSG00000228187,-0.0246919163448522
ENSG00000228189,NA
ENSG00000228190,NA
ENSG00000228191,NA
ENSG00000228192,-0.51966962394855
ENSG00000228193,NA
ENSG00000228194,NA
ENSG00000228195,NA
ENSG00000228196,0.175752088489645
ENSG00000228197,NA
ENSG00000228198,NA
ENSG00000228199,NA
ENSG00000228201,-0.249887370691619
ENSG00000228202,NA
ENSG00000228203,0.0741272446873749
ENSG00000228204,NA
ENSG00000228205,0.045911508802628
ENSG00000228206,NA
ENSG00000228207,NA
ENSG00000228208,0.0411875243432992
ENSG00000228209,NA
ENSG00000228210,NA
ENSG00000228211,NA
ENSG00000228212,0.134787197661277
ENSG00000228213,NA
ENSG00000228214,0.098225399400335
ENSG00000228215,-0.0246919163448523
ENSG00000228216,0.0411875243432992
ENSG00000228217,0.321267824667505
ENSG00000228218,-0.340161004508912
ENSG00000228219,-0.0246919163448523
ENSG00000228220,NA
ENSG00000228221,0.487385697138293
ENSG00000228222,0.0800870600187162
ENSG00000228223,0.309078583728606
ENSG00000228224,0.110835176590469
ENSG00000228225,NA
ENSG00000228226,NA
ENSG00000228227,NA
ENSG00000228229,NA
ENSG00000228231,NA
ENSG00000228232,-0.0673095355651298
ENSG00000228234,0.0411875243432992
ENSG00000228235,0.0411875243432992
ENSG00000228236,0.0411875243432992
ENSG00000228237,-0.500378848772635
ENSG00000228238,0.257259203370501
ENSG00000228239,NA
ENSG00000228240,NA
ENSG00000228241,NA
ENSG00000228242,-0.0264743129763784
ENSG00000228243,-0.62237338274818
ENSG00000228245,NA
ENSG00000228247,0.0411875243432992
ENSG00000228248,NA
ENSG00000228250,NA
ENSG00000228251,-0.517395064268513
ENSG00000228252,-0.139081626885294
ENSG00000228253,0.0742077920217318
ENSG00000228254,NA
ENSG00000228255,NA
ENSG00000228257,NA
ENSG00000228259,0.0411875243432992
ENSG00000228260,NA
ENSG00000228261,-0.0246919163448522
ENSG00000228262,NA
ENSG00000228263,NA
ENSG00000228264,0.0125741391062598
ENSG00000228265,-0.202215288467469
ENSG00000228267,NA
ENSG00000228271,0.0411875243432992
ENSG00000228272,NA
ENSG00000228273,NA
ENSG00000228274,-0.527356099609668
ENSG00000228275,NA
ENSG00000228277,NA
ENSG00000228278,-0.207206524630034
ENSG00000228280,NA
ENSG00000228283,-0.00999487309174844
ENSG00000228284,NA
ENSG00000228285,0.0706870512487502
ENSG00000228286,NA
ENSG00000228288,-0.319113748452672
ENSG00000228289,-0.201673688054561
ENSG00000228290,0.607196380295242
ENSG00000228291,NA
ENSG00000228292,-0.057631636688928
ENSG00000228293,0.132440981150251
ENSG00000228294,0.146295137825501
ENSG00000228295,NA
ENSG00000228296,NA
ENSG00000228299,NA
ENSG00000228300,-0.013360502392757
ENSG00000228301,NA
ENSG00000228302,0.221701851762186
ENSG00000228303,0.00824780399922348
ENSG00000228304,NA
ENSG00000228305,0.448369077023343
ENSG00000228307,0.223702802173516
ENSG00000228308,NA
ENSG00000228309,NA
ENSG00000228312,-0.0246919163448523
ENSG00000228313,0.206886035268024
ENSG00000228314,NA
ENSG00000228315,NA
ENSG00000228316,-0.0246919163448523
ENSG00000228317,-0.140336159332615
ENSG00000228318,NA
ENSG00000228319,NA
ENSG00000228321,NA
ENSG00000228322,0.0698564863251241
ENSG00000228323,-0.434081555486408
ENSG00000228325,-0.057631636688928
ENSG00000228326,0.0628556730914991
ENSG00000228327,-0.624148584612655
ENSG00000228328,0.32688196230685
ENSG00000228329,NA
ENSG00000228330,0.179464850360894
ENSG00000228331,-0.499401987363567
ENSG00000228333,NA
ENSG00000228334,NA
ENSG00000228335,-0.402637441717935
ENSG00000228336,NA
ENSG00000228337,NA
ENSG00000228338,NA
ENSG00000228339,0.0411875243432992
ENSG00000228340,-0.158290306943727
ENSG00000228341,NA
ENSG00000228343,0.37392501500645
ENSG00000228345,NA
ENSG00000228347,-0.0380692015958813
ENSG00000228348,-0.179096329415383
ENSG00000228349,NA
ENSG00000228350,0.25880790014538
ENSG00000228351,-0.0246919163448523
ENSG00000228352,-0.184599011144653
ENSG00000228353,NA
ENSG00000228354,NA
ENSG00000228355,NA
ENSG00000228357,NA
ENSG00000228358,NA
ENSG00000228360,0.224020406618174
ENSG00000228361,NA
ENSG00000228363,-0.13482900910556
ENSG00000228364,0.0411875243432992
ENSG00000228365,NA
ENSG00000228366,-0.0378140213827623
ENSG00000228367,NA
ENSG00000228368,-0.057631636688928
ENSG00000228369,-0.057631636688928
ENSG00000228370,NA
ENSG00000228371,NA
ENSG00000228372,0.176786123315647
ENSG00000228373,NA
ENSG00000228374,NA
ENSG00000228375,NA
ENSG00000228376,-0.0257193819600329
ENSG00000228377,NA
ENSG00000228379,NA
ENSG00000228380,0.00824780399922352
ENSG00000228382,-0.0246919163448523
ENSG00000228383,NA
ENSG00000228384,0.196137846263581
ENSG00000228386,NA
ENSG00000228389,-0.135267456164976
ENSG00000228391,NA
ENSG00000228392,NA
ENSG00000228393,0.0246080512540793
ENSG00000228395,-0.138463301235547
ENSG00000228397,0.143649389180555
ENSG00000228398,-0.0246919163448523
ENSG00000228399,0.038305631217652
ENSG00000228400,NA
ENSG00000228401,NA
ENSG00000228403,NA
ENSG00000228404,-0.202279114818268
ENSG00000228405,NA
ENSG00000228407,0.416037612239926
ENSG00000228408,NA
ENSG00000228409,0.174626762022234
ENSG00000228410,NA
ENSG00000228411,-0.0246919163448523
ENSG00000228412,-0.20094221530739
ENSG00000228413,0.0670849988911227
ENSG00000228414,0.0411875243432992
ENSG00000228415,-0.0376885196347709
ENSG00000228417,-0.00495162820585568
ENSG00000228418,0.0268661424570775
ENSG00000228420,NA
ENSG00000228421,-0.0246919163448523
ENSG00000228422,NA
ENSG00000228423,NA
ENSG00000228425,NA
ENSG00000228426,NA
ENSG00000228427,NA
ENSG00000228429,-0.0246919163448523
ENSG00000228430,0.386539221947141
ENSG00000228431,-0.122338137866252
ENSG00000228432,NA
ENSG00000228433,NA
ENSG00000228434,-0.118164255348939
ENSG00000228435,NA
ENSG00000228436,-0.332519790896775
ENSG00000228437,0.0741272446873749
ENSG00000228438,NA
ENSG00000228439,-0.0965851123537076
ENSG00000228440,NA
ENSG00000228444,-0.530057324579782
ENSG00000228445,NA
ENSG00000228446,0.268745561137194
ENSG00000228448,NA
ENSG00000228450,NA
ENSG00000228451,-0.21069112062328
ENSG00000228452,-0.507919825678435
ENSG00000228453,NA
ENSG00000228454,NA
ENSG00000228458,NA
ENSG00000228459,-0.0971485374348992
ENSG00000228460,NA
ENSG00000228461,NA
ENSG00000228462,0.0614661585767228
ENSG00000228463,-0.271426349076705
ENSG00000228464,NA
ENSG00000228465,NA
ENSG00000228466,NA
ENSG00000228467,NA
ENSG00000228469,NA
ENSG00000228470,-0.0239661480509412
ENSG00000228471,NA
ENSG00000228473,NA
ENSG00000228474,-0.0908920271218746
ENSG00000228476,NA
ENSG00000228477,-0.0760939129887102
ENSG00000228478,0.0411875243432992
ENSG00000228480,NA
ENSG00000228481,NA
ENSG00000228482,NA
ENSG00000228483,NA
ENSG00000228484,0.00824780399922346
ENSG00000228485,-0.192189161929331
ENSG00000228486,-0.0566764777108232
ENSG00000228487,-0.351814770101843
ENSG00000228488,NA
ENSG00000228489,NA
ENSG00000228490,NA
ENSG00000228491,NA
ENSG00000228492,-0.0146003995023698
ENSG00000228495,-0.77031771980635
ENSG00000228496,-0.0246919163448523
ENSG00000228498,NA
ENSG00000228499,0.0759531063843893
ENSG00000228501,-0.292484258666033
ENSG00000228502,0.0158311885860951
ENSG00000228503,NA
ENSG00000228504,NA
ENSG00000228505,NA
ENSG00000228506,0.0375998523567634
ENSG00000228507,-0.162048469545865
ENSG00000228509,-0.0246919163448523
ENSG00000228510,-0.191089564966674
ENSG00000228512,0.0411875243432992
ENSG00000228513,0.00824780399922346
ENSG00000228515,NA
ENSG00000228517,NA
ENSG00000228518,NA
ENSG00000228519,0.0233998952263271
ENSG00000228520,NA
ENSG00000228521,NA
ENSG00000228522,0.0667016873146654
ENSG00000228523,NA
ENSG00000228524,NA
ENSG00000228525,NA
ENSG00000228526,-0.165949662316548
ENSG00000228527,0.0411875243432992
ENSG00000228528,0.0411875243432992
ENSG00000228530,NA
ENSG00000228532,-0.300692848073078
ENSG00000228534,NA
ENSG00000228536,-0.407719521789219
ENSG00000228537,-0.116506200014754
ENSG00000228538,-0.0576316366889279
ENSG00000228539,NA
ENSG00000228540,-0.0246919163448522
ENSG00000228541,-0.057631636688928
ENSG00000228543,NA
ENSG00000228544,-0.4874900045482
ENSG00000228546,-0.0246418747205425
ENSG00000228547,-0.057631636688928
ENSG00000228548,-0.0386260163702998
ENSG00000228549,0.292973493931888
ENSG00000228550,NA
ENSG00000228551,0.0741272446873749
ENSG00000228553,NA
ENSG00000228554,-0.109733863210416
ENSG00000228557,NA
ENSG00000228559,NA
ENSG00000228560,0.138928483234623
ENSG00000228561,0.330059135013463
ENSG00000228563,NA
ENSG00000228564,NA
ENSG00000228566,NA
ENSG00000228567,NA
ENSG00000228568,NA
ENSG00000228569,NA
ENSG00000228570,-0.051257527641479
ENSG00000228571,NA
ENSG00000228572,NA
ENSG00000228573,-0.13893346849185
ENSG00000228575,NA
ENSG00000228577,0.0814446684035266
ENSG00000228578,NA
ENSG00000228579,NA
ENSG00000228581,NA
ENSG00000228582,NA
ENSG00000228583,NA
ENSG00000228585,NA
ENSG00000228586,NA
ENSG00000228587,NA
ENSG00000228589,0.143917991609729
ENSG00000228590,NA
ENSG00000228592,NA
ENSG00000228593,NA
ENSG00000228594,0.362750972315278
ENSG00000228595,NA
ENSG00000228596,NA
ENSG00000228597,NA
ENSG00000228598,0.0411875243432992
ENSG00000228599,0.038305631217652
ENSG00000228600,0.0741272446873749
ENSG00000228601,0.274019978797493
ENSG00000228604,-0.0246919163448523
ENSG00000228605,NA
ENSG00000228606,0.740396197762764
ENSG00000228607,NA
ENSG00000228610,NA
ENSG00000228611,NA
ENSG00000228612,0.787557627758864
ENSG00000228613,0.0411875243432992
ENSG00000228614,-0.0376923907099579
ENSG00000228615,0.0411875243432992
ENSG00000228616,NA
ENSG00000228617,0.0411875243432992
ENSG00000228618,NA
ENSG00000228620,NA
ENSG00000228622,NA
ENSG00000228623,-0.0769726738683481
ENSG00000228624,-0.117021732009646
ENSG00000228625,NA
ENSG00000228626,-0.182295029687137
ENSG00000228627,NA
ENSG00000228628,NA
ENSG00000228629,0.0411875243432992
ENSG00000228630,0.0411875243432992
ENSG00000228634,0.0317980586397132
ENSG00000228635,NA
ENSG00000228636,NA
ENSG00000228638,-0.0632574503835503
ENSG00000228639,0.00824780399922348
ENSG00000228643,0.0958265033705081
ENSG00000228645,NA
ENSG00000228646,NA
ENSG00000228648,NA
ENSG00000228649,-0.0910990892761933
ENSG00000228650,NA
ENSG00000228651,NA
ENSG00000228652,NA
ENSG00000228653,-0.392742861624954
ENSG00000228655,NA
ENSG00000228656,NA
ENSG00000228657,0.00824780399922346
ENSG00000228658,NA
ENSG00000228659,NA
ENSG00000228660,NA
ENSG00000228661,0.279927573575108
ENSG00000228662,NA
ENSG00000228663,-0.044719998937091
ENSG00000228664,NA
ENSG00000228665,0.0165474108527882
ENSG00000228666,NA
ENSG00000228667,0.0411875243432992
ENSG00000228668,NA
ENSG00000228669,NA
ENSG00000228670,NA
ENSG00000228672,0.231349974964645
ENSG00000228674,0.297706060728375
ENSG00000228675,NA
ENSG00000228677,-0.0742830858210095
ENSG00000228679,NA
ENSG00000228680,NA
ENSG00000228681,NA
ENSG00000228682,NA
ENSG00000228683,0.0411875243432992
ENSG00000228684,NA
ENSG00000228685,NA
ENSG00000228686,-0.057631636688928
ENSG00000228687,NA
ENSG00000228688,NA
ENSG00000228689,NA
ENSG00000228691,NA
ENSG00000228692,0.649292090170827
ENSG00000228694,NA
ENSG00000228695,-0.0211543420804613
ENSG00000228696,-0.241842443069535
ENSG00000228697,0.0411875243432992
ENSG00000228698,NA
ENSG00000228700,NA
ENSG00000228701,0.0434406892078805
ENSG00000228702,-0.201018193222492
ENSG00000228703,NA
ENSG00000228704,NA
ENSG00000228705,NA
ENSG00000228706,NA
ENSG00000228707,0.34755078988357
ENSG00000228708,NA
ENSG00000228709,0.0665327244898611
ENSG00000228711,NA
ENSG00000228712,NA
ENSG00000228713,NA
ENSG00000228714,0.0411875243432992
ENSG00000228716,-0.242639354880192
ENSG00000228717,-0.057631636688928
ENSG00000228718,0.00829095097020355
ENSG00000228719,0.0741272446873749
ENSG00000228721,NA
ENSG00000228723,NA
ENSG00000228725,NA
ENSG00000228727,-0.232405019515843
ENSG00000228728,-0.0670865668015354
ENSG00000228729,NA
ENSG00000228730,NA
ENSG00000228733,NA
ENSG00000228734,NA
ENSG00000228735,NA
ENSG00000228736,NA
ENSG00000228737,-0.143262331170398
ENSG00000228738,NA
ENSG00000228739,-0.0246919163448523
ENSG00000228740,NA
ENSG00000228741,-0.509361674564681
ENSG00000228742,0.0741272446873749
ENSG00000228744,NA
ENSG00000228745,-0.0627038664440285
ENSG00000228748,0.209776501290416
ENSG00000228750,NA
ENSG00000228751,NA
ENSG00000228753,0.146562129715526
ENSG00000228754,NA
ENSG00000228755,0.0411875243432992
ENSG00000228757,NA
ENSG00000228759,0.0411875243432992
ENSG00000228760,NA
ENSG00000228762,NA
ENSG00000228763,-0.138968875171525
ENSG00000228764,0.0741272446873749
ENSG00000228765,NA
ENSG00000228766,-0.103003219246761
ENSG00000228767,NA
ENSG00000228768,0.00824780399922349
ENSG00000228769,NA
ENSG00000228770,NA
ENSG00000228771,NA
ENSG00000228772,NA
ENSG00000228775,-0.541482593169947
ENSG00000228776,NA
ENSG00000228777,NA
ENSG00000228778,NA
ENSG00000228779,-0.331897430689032
ENSG00000228780,NA
ENSG00000228781,NA
ENSG00000228782,-0.153059339238058
ENSG00000228783,NA
ENSG00000228784,-0.752698894505061
ENSG00000228785,NA
ENSG00000228786,-0.0185597435663972
ENSG00000228787,0.238818891438423
ENSG00000228789,0.0741555079511702
ENSG00000228790,NA
ENSG00000228791,0.294032014325408
ENSG00000228792,NA
ENSG00000228793,0.00824780399922346
ENSG00000228794,0.326097838510035
ENSG00000228797,0.824656293076205
ENSG00000228798,-1.13851402972045
ENSG00000228799,NA
ENSG00000228800,NA
ENSG00000228801,-0.797621695525209
ENSG00000228802,-0.0438769412759612
ENSG00000228803,NA
ENSG00000228804,0.00666041893486142
ENSG00000228806,NA
ENSG00000228807,0.0411875243432992
ENSG00000228808,0.00275465623892431
ENSG00000228809,0.0411875243432992
ENSG00000228810,NA
ENSG00000228812,NA
ENSG00000228813,NA
ENSG00000228814,NA
ENSG00000228815,NA
ENSG00000228816,-0.0136151953307109
ENSG00000228817,-0.351389668786054
ENSG00000228818,-0.0461228855823041
ENSG00000228819,-0.0246919163448523
ENSG00000228820,0.0411875243432992
ENSG00000228823,0.0741272446873749
ENSG00000228824,NA
ENSG00000228825,NA
ENSG00000228826,NA
ENSG00000228827,NA
ENSG00000228828,-0.112585801928858
ENSG00000228829,NA
ENSG00000228830,NA
ENSG00000228833,NA
ENSG00000228834,-0.0145907219369655
ENSG00000228835,NA
ENSG00000228836,NA
ENSG00000228837,NA
ENSG00000228838,-0.0576316366889279
ENSG00000228839,0.454526156962399
ENSG00000228840,NA
ENSG00000228842,NA
ENSG00000228843,NA
ENSG00000228844,NA
ENSG00000228845,NA
ENSG00000228846,NA
ENSG00000228847,-0.131642164514943
ENSG00000228848,NA
ENSG00000228849,NA
ENSG00000228850,NA
ENSG00000228851,NA
ENSG00000228852,-0.202287706182065
ENSG00000228853,NA
ENSG00000228854,NA
ENSG00000228855,NA
ENSG00000228856,NA
ENSG00000228857,-0.292934493652016
ENSG00000228858,NA
ENSG00000228859,NA
ENSG00000228860,NA
ENSG00000228861,NA
ENSG00000228862,NA
ENSG00000228863,NA
ENSG00000228865,NA
ENSG00000228867,NA
ENSG00000228868,-0.530934580031731
ENSG00000228869,NA
ENSG00000228871,NA
ENSG00000228872,NA
ENSG00000228873,NA
ENSG00000228874,NA
ENSG00000228875,NA
ENSG00000228876,NA
ENSG00000228877,-0.453977445941109
ENSG00000228878,0.184311826763249
ENSG00000228879,-0.0246919163448523
ENSG00000228881,NA
ENSG00000228882,-0.514355442559175
ENSG00000228883,NA
ENSG00000228884,NA
ENSG00000228886,0.0638223353984589
ENSG00000228887,-0.078903608495101
ENSG00000228888,NA
ENSG00000228889,-0.521359944658066
ENSG00000228890,NA
ENSG00000228891,NA
ENSG00000228892,NA
ENSG00000228894,NA
ENSG00000228896,NA
ENSG00000228897,-0.0108281100659826
ENSG00000228898,NA
ENSG00000228900,NA
ENSG00000228901,0.0698564863251241
ENSG00000228902,NA
ENSG00000228903,-0.102145843601219
ENSG00000228904,NA
ENSG00000228906,-0.31035291647345
ENSG00000228907,NA
ENSG00000228909,NA
ENSG00000228912,NA
ENSG00000228913,NA
ENSG00000228914,-0.289102822553893
ENSG00000228915,0.150404447418451
ENSG00000228917,-0.0246919163448523
ENSG00000228918,0.00824780399922349
ENSG00000228919,0.0411830803747676
ENSG00000228920,NA
ENSG00000228921,NA
ENSG00000228922,NA
ENSG00000228923,NA
ENSG00000228925,-0.547605636898589
ENSG00000228926,NA
ENSG00000228927,NA
ENSG00000228928,0.0411875243432992
ENSG00000228929,-0.00524472858330578
ENSG00000228930,NA
ENSG00000228933,NA
ENSG00000228935,NA
ENSG00000228937,NA
ENSG00000228938,0.0741272446873749
ENSG00000228939,0.210159630664713
ENSG00000228940,0.0741272446873749
ENSG00000228941,-0.177613891641412
ENSG00000228943,NA
ENSG00000228944,NA
ENSG00000228945,NA
ENSG00000228948,NA
ENSG00000228949,NA
ENSG00000228950,0.0411875243432992
ENSG00000228951,-0.0246919163448522
ENSG00000228952,-0.194020245083579
ENSG00000228953,NA
ENSG00000228954,NA
ENSG00000228955,0.0212487210827839
ENSG00000228956,NA
ENSG00000228957,0.0411875243432992
ENSG00000228958,NA
ENSG00000228959,NA
ENSG00000228960,0.0898867274040761
ENSG00000228961,NA
ENSG00000228962,-0.401580275230409
ENSG00000228963,NA
ENSG00000228964,NA
ENSG00000228965,NA
ENSG00000228966,NA
ENSG00000228968,NA
ENSG00000228970,NA
ENSG00000228971,NA
ENSG00000228972,NA
ENSG00000228973,NA
ENSG00000228974,-0.00072285025403028
ENSG00000228976,-0.0246919163448523
ENSG00000228977,NA
ENSG00000228978,NA
ENSG00000228979,NA
ENSG00000228980,0.0741272446873749
ENSG00000228981,0.0423369716351632
ENSG00000228982,NA
ENSG00000228983,NA
ENSG00000228984,NA
ENSG00000228985,NA
ENSG00000228986,0.530296756145929
ENSG00000228987,NA
ENSG00000228988,-0.0576316366889279
ENSG00000228989,0.18775455195525
ENSG00000228990,NA
ENSG00000228991,-0.13893346849185
ENSG00000228992,0.220028286692305
ENSG00000228993,NA
ENSG00000228995,NA
ENSG00000228997,-0.0385151222526306
ENSG00000228998,-0.185211863363138
ENSG00000228999,NA
ENSG00000229000,0.221144808637088
ENSG00000229001,NA
ENSG00000229002,0.0607957664711529
ENSG00000229005,NA
ENSG00000229006,NA
ENSG00000229007,-0.358295212334645
ENSG00000229009,0.00824780399922352
ENSG00000229010,NA
ENSG00000229011,NA
ENSG00000229012,NA
ENSG00000229013,NA
ENSG00000229014,NA
ENSG00000229015,NA
ENSG00000229016,NA
ENSG00000229017,-0.51534640431499
ENSG00000229018,0.148962993538521
ENSG00000229019,-0.0697463486530645
ENSG00000229020,0.005144150180798
ENSG00000229021,-0.373431530832869
ENSG00000229022,0.00283513255094002
ENSG00000229023,-0.0385151222526306
ENSG00000229025,NA
ENSG00000229027,NA
ENSG00000229028,NA
ENSG00000229029,0.461556592521621
ENSG00000229030,NA
ENSG00000229031,NA
ENSG00000229032,0.0411875243432992
ENSG00000229034,NA
ENSG00000229035,NA
ENSG00000229036,-0.542008212777649
ENSG00000229037,0.0159237949449336
ENSG00000229038,NA
ENSG00000229040,NA
ENSG00000229042,NA
ENSG00000229043,-0.503139039582248
ENSG00000229044,NA
ENSG00000229045,NA
ENSG00000229046,-0.00853076339634519
ENSG00000229047,NA
ENSG00000229048,NA
ENSG00000229051,NA
ENSG00000229052,0.0950526091555923
ENSG00000229054,0.0411875243432992
ENSG00000229055,NA
ENSG00000229056,0.0759441120012972
ENSG00000229057,NA
ENSG00000229058,NA
ENSG00000229060,0.0411875243432992
ENSG00000229061,NA
ENSG00000229063,NA
ENSG00000229064,NA
ENSG00000229065,0.0947395761605821
ENSG00000229066,NA
ENSG00000229067,0.0670983734840297
ENSG00000229068,NA
ENSG00000229069,NA
ENSG00000229071,NA
ENSG00000229072,NA
ENSG00000229074,NA
ENSG00000229075,NA
ENSG00000229077,NA
ENSG00000229079,NA
ENSG00000229080,NA
ENSG00000229081,0.711830820891399
ENSG00000229082,NA
ENSG00000229083,0.188627849480789
ENSG00000229084,NA
ENSG00000229086,NA
ENSG00000229087,0.0411875243432992
ENSG00000229088,NA
ENSG00000229089,0.0268562347488924
ENSG00000229090,NA
ENSG00000229091,-0.302202148330097
ENSG00000229092,NA
ENSG00000229093,NA
ENSG00000229094,NA
ENSG00000229097,0.285833932590208
ENSG00000229099,NA
ENSG00000229100,NA
ENSG00000229101,NA
ENSG00000229102,NA
ENSG00000229103,NA
ENSG00000229104,NA
ENSG00000229105,-0.0246919163448523
ENSG00000229106,-0.0246919163448523
ENSG00000229107,0.124702256540995
ENSG00000229108,0.0411875243432992
ENSG00000229109,-0.057631636688928
ENSG00000229110,-0.057631636688928
ENSG00000229111,0.0741272446873749
ENSG00000229112,NA
ENSG00000229115,NA
ENSG00000229116,-1.05887535760281
ENSG00000229117,-0.0520020557085544
ENSG00000229118,0.0323933618089548
ENSG00000229119,0.0998354608292018
ENSG00000229120,NA
ENSG00000229122,-0.0904267176633861
ENSG00000229124,0.238148997428807
ENSG00000229125,NA
ENSG00000229126,NA
ENSG00000229127,0.260325291722592
ENSG00000229129,0.124799571355553
ENSG00000229131,NA
ENSG00000229132,0.0373448400493192
ENSG00000229133,0.270902165741479
ENSG00000229136,NA
ENSG00000229137,-0.0552683113662401
ENSG00000229138,NA
ENSG00000229140,NA
ENSG00000229142,NA
ENSG00000229143,NA
ENSG00000229145,0.0411875243432992
ENSG00000229146,NA
ENSG00000229147,NA
ENSG00000229149,NA
ENSG00000229150,NA
ENSG00000229151,-0.305814036576482
ENSG00000229152,-0.160169028427672
ENSG00000229153,0.445783578672859
ENSG00000229154,0.0411875243432992
ENSG00000229155,NA
ENSG00000229156,NA
ENSG00000229159,NA
ENSG00000229160,-0.0637998103864513
ENSG00000229161,0.133620167468544
ENSG00000229162,-0.085746369354109
ENSG00000229163,NA
ENSG00000229164,0.113672850894456
ENSG00000229165,NA
ENSG00000229167,0.00824780399922346
ENSG00000229168,NA
ENSG00000229169,NA
ENSG00000229170,NA
ENSG00000229172,NA
ENSG00000229173,0.0411875243432992
ENSG00000229175,NA
ENSG00000229176,NA
ENSG00000229177,NA
ENSG00000229178,-0.586132996567222
ENSG00000229179,NA
ENSG00000229180,0.0572284606250109
ENSG00000229181,NA
ENSG00000229182,0.0411875243432992
ENSG00000229183,-0.336192886083719
ENSG00000229184,0.0411875243432992
ENSG00000229185,NA
ENSG00000229186,-0.0828484097041274
ENSG00000229187,NA
ENSG00000229188,NA
ENSG00000229189,NA
ENSG00000229190,0.236887465372963
ENSG00000229191,0.0411875243432992
ENSG00000229192,NA
ENSG00000229194,NA
ENSG00000229195,-0.260246459321486
ENSG00000229196,-0.155994300159034
ENSG00000229197,NA
ENSG00000229198,-0.285615972026678
ENSG00000229199,NA
ENSG00000229200,-0.0246919163448523
ENSG00000229201,NA
ENSG00000229202,NA
ENSG00000229203,-0.0670674808156333
ENSG00000229204,-0.248053766917367
ENSG00000229205,NA
ENSG00000229206,0.0741272446873749
ENSG00000229207,-0.142038763685277
ENSG00000229208,NA
ENSG00000229209,NA
ENSG00000229210,NA
ENSG00000229211,0.404998171000893
ENSG00000229212,-0.586856257937727
ENSG00000229213,NA
ENSG00000229214,-0.194603186253379
ENSG00000229215,NA
ENSG00000229216,NA
ENSG00000229217,NA
ENSG00000229220,NA
ENSG00000229221,0.00824780399922345
ENSG00000229222,-0.255745581415955
ENSG00000229223,NA
ENSG00000229224,0.0445756154473169
ENSG00000229225,NA
ENSG00000229226,NA
ENSG00000229227,0.493664023883532
ENSG00000229228,NA
ENSG00000229229,NA
ENSG00000229230,NA
ENSG00000229231,0.120581008489505
ENSG00000229232,NA
ENSG00000229233,NA
ENSG00000229234,NA
ENSG00000229235,NA
ENSG00000229236,0.356944962070066
ENSG00000229237,-0.235052781139964
ENSG00000229238,0.045603687896951
ENSG00000229239,NA
ENSG00000229240,0.148229487263414
ENSG00000229241,-0.0911440394679394
ENSG00000229242,NA
ENSG00000229243,NA
ENSG00000229245,0.351957118377708
ENSG00000229246,0.136633321878878
ENSG00000229247,NA
ENSG00000229248,NA
